#
# Items Section...Format:
#    <group>, <subgroup>, <base cost>, <picture>, <name>
#
# The items' picture can be set to 0xffff if it is not known or if there
# are multiple pictures for it. Pictures are defined in more detail later
# on.
#
[items]
     0
     0,   0, 10,   0x7f2f, Indulcet
    10,   1, 10,   0x7f38, Rare Symbol
    10,   2, 10,   0x7f38, Common Symbol
    10,   3, 10,   0x69af, Bell
    10,   4, 10,   0x69b1, Holy Water
    10,   5, 10,   0x69b2, Talisman
    10,   6, 10,   0x69b2, Religious Item
    10,   7, 10,   0x6505, Small Statue
    10,   8, 10,   0x69b3, Icon
    10,   9, 10,   0x69b4, Scarab
    10,  10, 10,   0x6904, Holy Candle
    10,  11, 10,   0x6785, Holy Dagger
    10,  12, 10,   0x6880, Holy Tome
    11,  -1, 10,   0x6888, Random Map
    12,   0, 10,   0xffff, Bra
    12,   1, 10,   0xffff, Bra Formal
    12,   2, 10,   0xffff, Blouse Peasant
    12,   3, 10,   0xffff, Eodoric F
    12,   4, 10,   0xffff, Shoes F
    12,   5, 10,   0xffff, Boots F/Tall
    12,   6, 10,   0xffff, Boots F
    12,   7, 10,   0xffff, Sandals F
    12,   8, 10,   0xffff, Pants F/Casual
    12,   9, 10,   0xffff, Cloak F/Casual
    12,  10, 10,   0xffff, Cloak F/Formal
    12,  11, 10,   0xffff, Khajiit Suit
    12,  12, 10,   0xffff, Eodoric Formal
    12,  13, 10,   0xffff, Gown Evening
    12,  14, 10,   0xffff, Gown Day
    12,  15, 10,   0xffff, Dress Casual
    12,  16, 10,   0xffff, Dress Strapless
    12,  17, 10,   0xffff, Loincloth F
    12,  18, 10,   0xffff, Robes F/Plain
    12,  19, 10,   0xffff, Robes Priestess
    12,  20, 10,   0xffff, Short Shirt F/
    12,  21, 10,   0xffff, Short Shirt F/Belt
    12,  22, 10,   0xffff, Long Shirt F
    12,  23, 10,   0xffff, Long Shirt F/Belt
    12,  24, 10,   0xffff, Short Shirt F/Closed
    12,  25, 10,   0xffff, Short Shirt F/Closed/Belt
    12,  26, 10,   0xffff, Long Shirt F/Closed
    12,  27, 10,   0xffff, Long Shirt F/Closed/Belt
    12,  28, 10,   0xffff, Tunic F/Open
    12,  29, 10,   0xffff, Wrap F
    12,  30, 10,   0xffff, Skirt F/Long
    12,  31, 10,   0xffff, Tights F
    12,  32, 10,   0xffff, Short Shirt F/Unchangeable
    12,  33, 10,   0xffff, Long Shirt F/Unchangeable
    12,  34, 10,   0xffff, Vest F
    13,  -1, 10,   0x69B9, Random Painting
    14,   0, 10,   0x7F00, Ruby
    14,   1, 100,  0x7F01, Emerald
    14,   2, 500,  0x7F02, Saphire
    14,   3, 1000, 0x7F03, Diamond
    14,   4, 10,   0x7f04, Jade
    14,   5, 10,   0x7f05, Turquoise
    14,   6, 10,   0x7f07, Malachite
    14,   7, 10,   0x7f08, Amber
    15,   0, 10,   0x7f09, Twigs
    15,   1, 10,   0x7f0a, Green Leaves
    15,   2, 10,   0x7f0b, Red Flowers
    15,   3, 10,   0x7f0c, Yellow Flowers
    15,   4, 10,   0x7f0d, Root Tendrils
    15,   5, 10,   0x7f0e, Root Bulb
    15,   6, 10,   0x7f0f, Pine Branch
    15,   7, 10,   0x7f10, Green Berries
    15,   8, 10,   0x7f11, Red Berries
    15,   9, 10,   0x7f12, Yellow Berries
    15,  10, 10,   0x7f13, Clover
    15,  11, 10,   0x7f1A, Red Rose
    15,  12, 10,   0x7f1B, Yellow Rose
    15,  13, 10,   0x7f1e, Red Poppy
    15,  14, 10,   0x7f20, Yellow Poppy
    16,   0, 10,   0x7f09, Twigs
    16,   1, 10,   0x7f0a, Green Leaves
    16,   2, 10,   0x7f0b, Red Flowers
    16,   3, 10,   0x7f0c, Yellow Flowers
    16,   4, 10,   0x7f0d, Root Tendrils
    16,   5, 10,   0x7f0e, Root Bulb
    16,   6, 10,   0x7f10, Green Berries
    16,   7, 10,   0x7f11, Red Berries
    16,   8, 10,   0x7f12, Yellow Berries
    16,   9, 10,   0x7f1c, Black Rose
    16,  10, 10,   0x7f1d, White Rose
    16,  11, 10,   0x7f1f, Black Poppy
    16,  12, 10,   0x7f21, White Poppy
    16,  13, 10,   0x7f14, Ginkgo Leaves
    16,  14, 10,   0x7f15, Bamboo
    16,  15, 10,   0x7f16, Palm
    16,  16, 10,   0x7f17, Aloe
    16,  17, 10,   0x7f18, Fig
    16,  18, 10,   0x7f19, Cactus
    17,   0, 10,   0x6722, Werewolf's Blood
    17,   1, 10,   0x7f25, Fairy Dragon's Scales
    17,   2, 10,   0x7f2f, Wraith Essence
    17,   3, 10,   0x7f2c, Ecroplasm
    17,   4, 10,   0x7f2d, Ghoul's Tongue
    17,   5, 10,   0x7f2e, Spider's Venom
    17,   6, 10,   0x6721, Troll's Blood
    17,   7, 10,   0x7f34, Snake Venom
    17,   8, 10,   0x7f36, Gorgon Snake
    17,   9, 10,   0x7f2f, Lich Dust
    17,  10, 10,   0x6722, Giant's Blood
    17,  11, 10,   0x7f32, Basilisk's Eye
    17,  12, 10,   0x7f33, Daedra's Heart
    17,  13, 10,   0x7f37, Saint's Hair
    17,  14, 10,   0x6721, Orc's Blood
    18,   0, 10,   0x7f30, Dragon's Scales
    18,   1, 10,   0x7f26, Giant Scorpion Stinger
    18,   2, 10,   0x7f27, Small Scorpion Stinger
    18,   3, 10,   0x7f29, Mummy Wrappings
    18,   4, 10,   0x7f35, Gryphon's Feather
    19,   0, 10,   0x7f2a, Wereboar's Tusk
    19,   1, 10,   0x7f37, Nymph Hair
    19,   2, 10,   0x7f2b, Unicorn Horn
    20,   0, 400,  0x7f38, Holy Relic
    20,   1, 10,   0x7f39, Big Tooth
    20,   2, 10,   0x7f3a, Medium Tooth
    20,   3, 10,   0x7f3b, Small Tooth
    20,   4, 10,   0x6681, Pure Water
    20,   5, 10,   0x7f34, Rain Water
    20,   6, 50,   0x7f34, Elixir Vitae
    20,   7, 10,   0x7f34, Nectar
    20,   8, 10,   0x7f34, Ichor
    21,   0, 10,   0x7f3d, Mercury
    21,   1, 10,   0x7f40, Tin
    21,   2, 10,   0x7f42, Brass
    21,   3, 10,   0x7f42, Lodestone
    21,   4, 10,   0x7f43, Sulphur
    21,   5, 10,   0x7f41, Lead
    21,   6, 10,   0x7f3f, Iron
    21,   7, 10,   0x7f42, Copper
    21,   8, 10,   0x7f41, Silver
    21,   9, 100,  0x7f3e, Gold
    21,  10, 10,   0x7f41, Platinum
    22,   0, 10,   0x7f46, Ivory
    22,   1, 10,   0x7f06, Pearl
    23,   0, 10,   0x6a81, Small Cart
    23,   1, 10,   0x6480, Horse
    23,   2, 10,   0x6a81, Rowboat
    23,   3, 10,   0x6a81, Large Boat
    23,   4, 10,   0x6a81, Small Ship
    23,   5, 10,   0x6a81, Large Galley
    24,   0, 10,   0x6888, Deed to Townhouse
    24,   1, 10,   0x6888, Deed to House
    24,   2, 10,   0x6888, Deed to Manor
    25,   0, 10,   0x7f38, Amulet
    25,   1, 10,   0x678d, Bracer
    25,   2, 10,   0x6c04, Ring
    25,   3, 10,   0x6c15, Bracelet
    25,   4, 10,   0x6889, Mark
    25,   5, 10,   0x69b0, Torc
    25,   6, 10,   0x6609, Cloth Amulet
    25,   7, 10,   0x6787, Wand
    26,   0, 10,   0x6804, Telescope
    26,   1, 10,   0x6803, Scales
    26,   2, 10,   0x6800, Globe
    26,   3, 10,   0x670a, Skeleton
    26,   4, 10,   0x69b6, Totem
    26,   5, 10,   0xbe01, Dead Body
    26,   6, 10,   0x69b7, Mantella
    26,   7, 10,   0x69b8, Finger
    27,   0, 10,   0x6884, Spell Book
    27,   1, 5000, 0x7f03, Soul Trap
    27,   2, 0,    0x6888, Letter of Credit
    27,   3, 50,   0x7f00, Ruby
    27,   4, 0,    0x6888, Random Recipe
    27,   5, 0,    0xbe01, Dead Body
    27,   6, 0,    0x6888, Deed for House
    27,   7, 0,    0x6888, Ship Deed
    27,   8, 0,    0x6888, Random Map
    28,   0, 0,    0x6c01, Gold Pieces

[end]


#
# Picture Data, Format:
#	<index>, <description>
#
# Use this for items you don't know the group/subgroup to or for items that
# have several different pictures, such as various armour types or cloths
# for different races.
#
[pictures]
	0x7a83, Cuirass Leather
	0x7a84, Cuirass Plat
	0x7a85, Cuirass w/Gold
	0x7a86, Cuirass Long
	0x7a87, Cuirass Chain
	0x7a88, Gauntlets Leather
	0x7a89, Gauntlets w/Gold
	0x7a8a, Greaves Leather
	0x7a8c, Greaves Plate
	0x7a8b, Greaves Long Leather
	0x7a8d, Greaves Long
	0x7a8e, Greaves w/Gold
	0x7a8f, Greaves Long w/Gold
	0x7a90, Greaves Long Chain
	0x7a91, Left Pauldron Leather
	0x7a92, Left Pauldron Plate
	0x7a93, Left Pauldron Fancy
	0x7a94, Left Pauldron w/Gold
	0x7a95, Left Pauldron Chain
	0x7a96, Right Pauldron Leather
	0x7a97, Right Pauldron Plate
	0x7a98, Right Pauldron Fancy
	0x7a99, Right Pauldron w/Gold
	0x7a9a, Right Pauldron Chain
	0x7a9b, Helmet
	0x7a9c, Helmet Short
	0x7a9d, Helmet Medium
	0x7a9e, Helmet Alternate
	0x7a9f, Helmet w/Feathers
	0x7aa0, Helmet w/Horns
	0x7a80, Boots Leather
	0x7a81, Boots Plate
	0x7a82, Boots w/Gold
	0x7aa1, Buckler
	0x7aa2, Round Shield
	0x7aa3, Kite Shield
	0x7aa4, Tower Shield
	0x7505, Dagger (Left)
	0x7506, Dagger (Right)
	0x7516, Tanto (Left)
	0x7517, Tanto (Right)
	0x7513, Shortsword (Left)
	0x7514, Shortsword (Right)
	0x751a, Wakazashi (Left)
	0x751b, Wakazashi (Right)
	0x7502, Broadsword (Left)
	0x7503, Broadsword (Right)
	0x7511, Saber (Left)
	0x7512, Saber (Right)
	0x750c, Longsword (Left)
	0x750d, Longsword (Right)
	0x7509, Katana (Left)
	0x7507, Katana (Right)
	0x750e, Mace (Left)
	0x750f, Mace (Right)
	0x7500, Battle Axe (Left)
	0x7501, Battle Axe (Right)
	0x6500, Large statue
	0x640b, Pillow
	0x6905, Candelabra
	0x6a8f, Shubbery
	0x6a92, Flowers
	0x69b5, Altar
	0x6a02, Font

	0x7580, Bra
	0x7581, Bra Strapless
	0x7582, Bra Bikini
	0x7583, Bra Formal
	0x7584, Bra Spiked
	0x7585, Bra Copper
	0x7586, Bra Fancy
	0x7587, Bra Formal
	0x7588, Blouse Peasant
	0x7589, Eodoric
	0x758a, Shoes
	0x758b, Boots Tall
	0x758c, Boots
	0x758d, Sandals High
	0x7592, Boots High/Casual
	0x758f, Sandals
	0x7590, Pants Casual
	0x7591, Pants Long
	0x7592, Pants Short1
	0x7593, Pants Short2
	0x7594, Pants Short3
	0x7595, Cloak Casual1
	0x7596, Cloak Casual2
	0x7597, Cloak Hood/Casual1
	0x7598, Cloak Hood/Casual2
	0x7599, Cloak Casual3
	0x759a, Cloak Casual4
	0x759b, Cloak Hood/Casual3
	0x759c, Cloak Casual/Bottom?
	0x759d, Cloak Formal1
	0x759e, Cloak Formal2
	0x759f, Cloak Formal3
	0x75a0, Cloak Hood/Formal
	0x75a1, Khajiit Suit
	0x75a2, Eodoric Formal1
	0x75a3, Eodoric Formal2
	0x75a4, Eodoric Formal/Bra
	0x75a5, Gown Evening
	0x75a6, Gown Fancy
	0x75a7, Gown Day
	0x75a8, Gown Formal
	0x75a9, Dress Casual
	0x75aa, Dress Strapless
	0x75ab, Dress Narrow
	0x75ac, Loincloth
	0x75ad, Loincloth Small
	0x75ae, Loincloth Long
	0x75af, Robes Plain
	0x75b0, Robes Plain/Hood
	0x75b1, Robes Priestess
	0x75b2, Short Shirt
	0x75b3, Short Shirt Long
	0x75b4, Short Shirt Tunic
	0x75b5, Short Shirt Tunic/Long
	0x7581, Short Shirt Closed
	0x75b7, Short Shirt Belt
	0x75b8, Short Shirt Belt/Long
	0x75b9, Short Shirt Belt/Tunic
	0x75ba, Short Shirt Belt/Tunic/Long
	0x75bb, Short Shirt Sash
	0x75bc, Short Shirt Sash/Long
	0x75bd, Short Shirt Sash/Tunic
	0x75be, Short Shirt Sash/Tunic/Long
	0x75bf, Long Shirt
	0x75c0, Long Shirt Long
	0x75c1, Long Shirt Tunic
	0x75c2, Long Shirt Tunic/Long
	0x75c3, Long Shirt Closed
	0x75c4, Long Shirt Belt
	0x75c5, Long Shirt Belt/Long
	0x75c6, Long Shirt Belt/Tunic
	0x75c7, Long Shirt Belt/Tunic/Long
	0x75c8, Long Shirt Sash
	0x75c9, Long Shirt Sash/Long
	0x75ca, Long Shirt Sash/Tunic
	0x75cb, Long Shirt Sash/Tunic/Long
	0x75cc, Short Shirt Closed
	0x75cd, Short Shirt Cl/Tunic
	0x75ce, Short Shirt Cl/Tunic/Long
	0x75cf, Short Shirt Cl/Long
	0x75d0, Short Shirt Cl/Belt
	0x75d1, Short Shirt Cl/Belt/Long
	0x75d2, Short Shirt Cl/Belt/Tunic
	0x75d3, Short Shirt Cl/Belt/Tunic/Long
	0x75d4, Short Shirt Cl/Sash
	0x75d5, Short Shirt Cl/Sash/Long
	0x75d6, Short Shirt Cl/Sash/Tunic
	0x75d7, Short Shirt Cl/Sash/Tunic/Long
	0x75d8, Long Shirt Cl
	0x75d9, Long Shirt Cl/Long
	0x75da, Long Shirt Cl/Tunic
	0x75db, Long Shirt Cl/Tunic/Long
	0x75dc, Long Shirt Cl/Belt
	0x75dd, Long Shirt Cl/Belt/Long
	0x75de, Long Shirt Cl/Belt/Tunic
	0x75df, Long Shirt Cl/Belt/Tunic/Long
	0x75e0, Long Shirt Cl/Sash
	0x75e1, Long Shirt Cl/Sash/Long
	0x75e2, Long Shirt Cl/Sash/Tunic
	0x75e3, Long Shirt Cl/Sash/Tunic/Long
	0x75e4, Tunic Open
	0x75e5, Wrap
	0x75e6, Skirt Long
	0x75e7, Skirt Long/Narrow
	0x75e8, Tights
	0x75e9, Pants Leather
	0x75ea, Short Shirt Unchangeable
	0x75eb, Short Shirt Skinny/Unchangeable
	0x75ec, Long Shirt Unchangeable
	0x75ed, Vest
	0x75ef, Vest Red

	0x7780, Straps Buckle
	0x7781, Strap
	0x7782, Straps Button
	0x7783, Right Pauldron Alternate?
	0x7784, Armbands
	0x7785, Kimono
	0x7786, Armbands Fancy
	0x7787, Sash
	0x7789, Eodoric
	0x778a, Shoes
	0x778b, Boots Tall
	0x778c, Boots
	0x778d, Sandals High
	0x778e, Boots High
	0x778f, Sandals
	0x7790, Pants Casual
	0x7791, Pants Long
	0x7792, Breeches
	0x7793, Short
	0x7794, Skirt Short
	0x7795, Cloak Casual1
	0x7796, Cloak Casual2
	0x7797, Cloak Casual/Hood1
	0x7798, Cloak Casual/Hood2
	0x7799, Cloak Casual3
	0x779a, Cloak Casual/Bottom1?
	0x779b, Cloak Casual/Hood
	0x779c, Cloak Casual/Bottom2?
	0x779d, Cloak Fancy
	0x779e, Cloak Formal
	0x779f, Cloak Formal/Bottom?
	0x77a0, Formal Cloak Shoulder
	0x77a1, Khajiit Suit
	0x77a2, Dwynnen Surcoat
	0x77a3, Tunic Short
	0x77a4, Tunic Short1
	0x77a5, Tunic Short2
	0x77a6, Tunic Short3
	0x77a7, Tunic Formal
	0x77a8, Sweater Checked
	0x77a9, Toga
	0x77aa, Tunic Reversible
	0x77ab, Tunic Belt
	0x77ac, Loincloth
	0x77ad, Lioncloth Tied
	0x77ae, Lioncloth Small
	0x77af, Robes Plain/Hood
	0x77b0, Robes Plain
	0x77b1, Robes Priest
	0x77b2, Short Shirt Open
	0x77b3, Short Shirt Open/Long
	0x77b4, Short Shirt Open/Tunic/Open
	0x77b5, Short Shirt Open/Tunic/Long
	0x77b6, Short Shirt Closed
	0x77b7, Short Shirt Belt
	0x77b8, Short Shirt Belt/Long
	0x77b9, Short Shirt Belt/Tunic
	0x77ba, Short Shirt Belt/Tunic/Long
	0x77bb, Short Shirt Sash
	0x77bc, Short Shirt Sash/Long
	0x77bd, Short Shirt Sash/Tunic
	0x77be, Short Shirt Sash/Tunic/Long
	0x77bf, Long Shirt Open
	0x77c0, Long Shirt Open/Long
	0x77c1, Long Shirt Open/Tunic
	0x77c2, Long Shirt Open/Tunic/Long
	0x77c3, Long Shirt Closed
	0x77c4, Long Shirt Open/Belt
	0x77c5, Long Shirt Open/Belt/Long
	0x77c6, Long Shirt Open/Belt/Tunic
	0x77c7, Long Shirt Open/Belt/Tunic/Long
	0x77c8, Long Shirt Open/Sash
	0x77c9, Long Shirt Open/Sash/Long
	0x77ca, Long Shirt Open/Sash/Tunic
	0x77cb, Long Shirt Open/Sash/Tunic/Long
	0x77cc, Short Shirt Closed
	0x77cd, Short Shirt Closed/Long
	0x77ce, Short Shirt Closed/Tunic
	0x77cf, Short Shirt Closed/Tunic/Long
	0x77d0, Short Shirt Closed/Belt
	0x77d1, Short Shirt Closed/Belt/Long
	0x77d2, Short Shirt Closed/Belt/Tunic
	0x77d3, Short Shirt Closed/Belt/Tunic/Long
	0x77d4, Short Shirt Closed/Sash
	0x77d5, Short Shirt Closed/Sash/Long
	0x77d6, Short Shirt Closed/Sash/Tunic
	0x77d7, Short Shirt Closed/Sash/Tunic/Long
	0x77d8, Long Shirt Closed
	0x77d9, Long Shirt Closed/Long
	0x77da, Long Shirt Closed/Tunic
	0x77db, Long Shirt Closed/Tunic/Long
	0x77dc, Long Shirt Closed/Belt
	0x77dd, Long Shirt Closed/Belt/Long
	0x77de, Long Shirt Closed/Belt/Tunic
	0x77df, Long Shirt Closed/Belt/Tunic/Long
	0x77e0, Long Shirt Closed/Sash
	0x77e1, Long Shirt Closed/Sash/Long
	0x77e2, Long Shirt Closed/Sash/Tunic
	0x77e3, Long Shirt Closed/Sash/Tunic/Long
	0x77e4, Open Tunic
	0x77e5, Wrap
	0x77e6, Long Skirt
	0x77e7, Short Skirt
	0x77e8, Anticlere Surcoat
	0x77e9, Challenger Straps
	0x77ea, Short Shirt Unchangeable
	0x77eb, Short Shirt Belt/Unchangeable
	0x77ec, Long Shirt Unchangeable
	0x77ed, Vest
	0x77ee, Champion Straps
[end]


#
# Holds information about the item enchantments
#
# 	Format:  <group>, <subgroup>, <cost>, <description>
#
# For the subgroup, use a value of -1 to indicate any subgroup number
# is valid.
#
[enchantments]
	 0x00, 0x04, 3300,  Cast Used: Levitate
	 0x00, 0x05, 2500,  Cast Used: Light
	 0x00, 0x06, 5400,  Cast Used: Invisibility
	 0x00, 0x07, 4800,  Cast Used: Wizard's Fire
	 0x00, 0x08, 3800,  Cast Used: Shock
	 0x00, 0x09, 4800,  Cast Used: Strength Leech
	 0x00, 0x0A, 16500, Cast Used: Free Action
	 0x00, 0x0B, 15600, Cast Used: Resist Cold
	 0x00, 0x0C, 15600, Cast Used: Resist Fire
	 0x00, 0x0D, 15600, Cast Used: Resist Shock
	 0x00, 0x0E, 4700,  Cast Used: Fireball
	 0x00, 0x0F, 10200, Cast Used: Cure Poison
	 0x00, 0x10, 9900,  Cast Used: Ice Bolt
	 0x00, 0x11, 10400, Cast Used: Shield
	 0x00, 0x13, 17400, Cast Used: Wizard Lock
	 0x00, 0x12, 9000,  Cast Used: Open
	 0x00, 0x14, 14200, Cast Used: Ice Storm
	 0x00, 0x16, 19800, Cast Used: Spell Shield
	 0x00, 0x17, 15300, Cast Used: Silence
	 0x00, 0x18, 9200,  Cast Used: Troll's Blood
	 0x00, 0x19, 8400,  Cast Used: Fire Storm
	 0x00, 0x1A, 16500, Cast Used: Resist Poison
	 0x00, 0x1B, 13000, Cast Used: Spell Drain
	 0x00, 0x1C, 22400, Cast Used: Far Silence
	 0x00, 0x1D, 10200, Cast Used: Toxic Cloud
	 0x00, 0x1E, 19300, Cast Used: Shalidor's Mirror
	 0x00, 0x1F, 7600,  Cast Used: Lightning
	 0x00, 0x20, 17500, Cast Used: God's Fire
	 0x00, 0x21, 10200, Cast Used: Wildfire
	 0x00, 0x22, 16100, Cast Used: Wizard Rend
	 0x00, 0x23, 21400, Cast Used: Medusa's Gaze
	 0x00, 0x24, 30300, Cast Used: Force Bolt
	 0x00, 0x25, 2400,  Cast Used: Slowfalling
	 0x00, 0x27, 12300, Cast Used: Spell Resistance
	 0x00, 0x28, 1300,  Cast Used: Stamina
	 0x00, 0x29, 1700,  Cast Used: Water Walking
	 0x00, 0x2A, 1700,  Cast Used: Water Breathing
	 0x00, 0x2C, 2100,  Cast Used: Chameleon
	 0x00, 0x2D, 1500,  Cast Used: Shadow Form
	 0x00, 0x2E, 17200, Cast Used: Spell Reflection
	 0x00, 0x2F, 20000, Cast Used: Spell Absorb?
	 0x00, 0x31, 15900, Cast Used: Tongues
	 0x00, 0x32, 16200, Cast Used: Paralysis
	 0x00, 0x34, 13800, Cast Used: Vampiric Touch
	 0x00, 0x35, 7800,  Cast Used: Hand of Sleep
	 0x00, 0x36, 9300,  Cast Used: Magicka Leech
	 0x00, 0x37, 42300, Cast Used: Sphere of Negation
	 0x00, 0x38, 18300, Cast Used: Hand of Decay
	 0x00, 0x3C, 9300,  Cast Used: Balyna's Antidote
	 0x00, 0x40, 3600,  Cast Used: Heal
	 0x00, 0x43, 12600, Cast Used: Energy Leech
	 0x00, 0x52, 10200, Cast Used: Orc Strength
	 0x00, 0x53, 12000, Cast Used: Wisdom
	 0x00, 0x54, 12000, Cast Used: Iron Will
	 0x00, 0x55, 12000, Cast Used: Nimbleness
	 0x00, 0x56, 12000, Cast Used: Feet of Notorgo
	 0x00, 0x57, 12000, Cast Used: Fortitude
	 0x00, 0x58, 12000, Cast Used: Charisma
	 0x00, 0x59, 12000, Cast Used: Jack of Trades
	 0x00, 0x5E, 4800,  Cast Used: Recall
	 0x01, 0x04, 3300,  Cast Held: Levitate
	 0x01, 0x05, 2500,  Cast Held: Light
	 0x01, 0x06, 5400,  Cast Held: Invisibility
	 0x01, 0x07, 4800,  Cast Held: Wizard's Fire
	 0x01, 0x08, 3800,  Cast Held: Shock
	 0x01, 0x09, 4800,  Cast Held: Strength Leech
	 0x01, 0x0A, 16500, Cast Held: Free Action
	 0x01, 0x0B, 15600, Cast Held: Resist Cold
